industry,ai_tool,adoption_rate,daily_active_users,year
Education,Stable Diffusion,95.09,5556,2024
Agriculture,Midjourney,69.5,1785,2024
Finance,Midjourney,99.76,9478,2023
Manufacturing,Claude,13.02,934,2024
Education,Stable Diffusion,72.99,5548,2024
Manufacturing,Midjourney,9.96,1752,2024
Finance,ChatGPT,72.31,475,2024
Manufacturing,Stable Diffusion,39.86,6213,2024
Manufacturing,ChatGPT,36.81,751,2024
Education,Midjourney,41.17,4659,2024
Retail,Midjourney,14.54,5751,2023
Healthcare,Midjourney,46.59,3536,2023
Technology,ChatGPT,48.79,7940,2024
Technology,ChatGPT,95.08,5841,2024
Transportation,Midjourney,3.01,3714,2024
Agriculture,Stable Diffusion,78.01,3578,2024
Education,Midjourney,74.44,8370,2023
Manufacturing,Bard,73.09,1488,2024
Agriculture,Midjourney,71.38,9807,2024
Agriculture,Midjourney,93.54,973,2024
Transportation,ChatGPT,46.92,3861,2024
Retail,ChatGPT,54.73,1420,2023
Education,ChatGPT,26.14,7020,2023
Retail,ChatGPT,12.03,9651,2023
Healthcare,ChatGPT,18.43,4533,2023
Transportation,Midjourney,50.07,9170,2023
Healthcare,Bard,17.11,8953,2023
Healthcare,ChatGPT,38.94,8744,2023
Healthcare,ChatGPT,21.67,565,2024
Agriculture,Bard,55.65,3682,2024
Transportation,Midjourney,58,5280,2024
Healthcare,ChatGPT,21.57,3686,2023
Education,ChatGPT,21.52,4912,2024
Transportation,ChatGPT,59.91,5116,2024
Healthcare,Midjourney,29.2,4734,2024
Education,ChatGPT,48.15,8844,2024
Technology,Stable Diffusion,80.58,3529,2024
Manufacturing,ChatGPT,68.93,6983,2024
Education,Stable Diffusion,58.66,1287,2024
Manufacturing,Midjourney,46.37,3473,2024
Technology,Midjourney,61.13,327,2024
Finance,Midjourney,94.86,976,2023
Finance,Claude,97.3,7844,2024
Technology,Claude,11.72,5105,2024
Healthcare,ChatGPT,96.5,1896,2024
Healthcare,ChatGPT,33.83,3883,2024
Retail,ChatGPT,80.16,6138,2024
Education,Bard,64.26,9797,2024
Finance,Midjourney,32.26,6078,2023
Finance,Stable Diffusion,0.3,5126,2024
Education,ChatGPT,54.39,6964,2023
Transportation,ChatGPT,57.97,2815,2024
Agriculture,ChatGPT,48.45,1094,2024
Finance,ChatGPT,29.41,2149,2023
Agriculture,Bard,0.19,3207,2024
Education,ChatGPT,53.83,1726,2023
Transportation,ChatGPT,3.16,1849,2024
Healthcare,Stable Diffusion,78.4,2589,2024
Finance,Claude,81.72,4116,2024
Healthcare,Bard,54.3,7284,2023
Agriculture,Stable Diffusion,38.01,4735,2024
Healthcare,ChatGPT,31.62,5194,2024
Transportation,Midjourney,63.21,8555,2023
Finance,Stable Diffusion,44.74,5226,2024
Manufacturing,Stable Diffusion,23.7,3247,2023
Healthcare,Stable Diffusion,46.67,8836,2024
Transportation,Midjourney,76.12,6167,2024
Agriculture,Midjourney,18.69,4414,2024
Finance,Bard,53.5,6497,2024
Finance,Claude,32.75,4450,2023
Manufacturing,Stable Diffusion,87.2,5955,2024
Agriculture,Stable Diffusion,48.25,1453,2024
Agriculture,Midjourney,72.68,1911,2024
Finance,ChatGPT,75.19,1769,2024
Agriculture,Bard,64.26,5634,2024
Agriculture,Stable Diffusion,95.71,6504,2024
Healthcare,Claude,20.95,7275,2023
Transportation,ChatGPT,69.57,8257,2023
Technology,Midjourney,43.92,9454,2023
Finance,ChatGPT,21.72,1458,2023
Technology,ChatGPT,74.85,8402,2024
Retail,ChatGPT,58.46,3179,2023
Technology,Claude,70.95,5664,2023
Agriculture,Stable Diffusion,51.98,8794,2024
Retail,Midjourney,83.47,3077,2024
Education,Midjourney,0.37,1864,2024
Technology,Stable Diffusion,38.29,2618,2023
Education,ChatGPT,19.48,1441,2024
Manufacturing,ChatGPT,18,454,2024
Healthcare,Stable Diffusion,23.72,2487,2024
Manufacturing,ChatGPT,73.19,1816,2023
Manufacturing,ChatGPT,97.32,4436,2024
Manufacturing,Midjourney,6.38,9322,2024
Technology,Stable Diffusion,29.93,3156,2024
Retail,Midjourney,29.58,2838,2024
Agriculture,Midjourney,88.97,6411,2024
Finance,ChatGPT,3.3,8746,2024
Manufacturing,ChatGPT,96.48,3971,2023
Healthcare,ChatGPT,7.82,3934,2024
Healthcare,Midjourney,5.26,9290,2024
Transportation,Midjourney,40.58,3180,2024
Technology,ChatGPT,69.91,1645,2024
Transportation,ChatGPT,27.08,6072,2024
Transportation,Stable Diffusion,5.68,6777,2024
Agriculture,ChatGPT,80.03,748,2024
Healthcare,Stable Diffusion,48.1,2611,2024
Transportation,Midjourney,3.48,1211,2024
Retail,Stable Diffusion,78.54,813,2024
Education,ChatGPT,76.85,2766,2024
Manufacturing,ChatGPT,49.4,3418,2024
Manufacturing,ChatGPT,52.61,7084,2024
Manufacturing,Midjourney,81.64,5229,2024
Healthcare,ChatGPT,62.22,2867,2024
Agriculture,ChatGPT,89.97,436,2024
Manufacturing,ChatGPT,63.43,8833,2024
Healthcare,ChatGPT,41.9,5687,2024
Agriculture,ChatGPT,98.33,8374,2023
Technology,Midjourney,58.68,2773,2024
Technology,Stable Diffusion,63.7,8505,2023
Retail,Midjourney,2.54,9256,2023
Healthcare,ChatGPT,42.22,6151,2023
Education,ChatGPT,60.25,1747,2023
Healthcare,ChatGPT,41.56,9061,2024
Technology,ChatGPT,85.58,9644,2024
Technology,Midjourney,26.27,6713,2024
Manufacturing,Stable Diffusion,1.93,4389,2024
Transportation,ChatGPT,28.85,7522,2024
Agriculture,ChatGPT,15.75,7921,2023
Agriculture,Midjourney,50.22,1742,2023
Finance,ChatGPT,51.46,1732,2023
Technology,Midjourney,39.01,4242,2024
Manufacturing,ChatGPT,62.06,9662,2024
Retail,Midjourney,71.34,7510,2024
Manufacturing,Stable Diffusion,5.34,4110,2023
Education,ChatGPT,85.94,1818,2024
Agriculture,ChatGPT,44.8,5780,2024
Retail,Stable Diffusion,26.66,1382,2024
Finance,Midjourney,37.64,6286,2024
Finance,ChatGPT,1.91,6689,2024
Technology,ChatGPT,69.8,2504,2024
Manufacturing,ChatGPT,9.96,9348,2023
Education,ChatGPT,65.05,2308,2023
Education,Midjourney,65.55,1438,2024
Manufacturing,Claude,23.92,8341,2023
Retail,Midjourney,38.73,8141,2024
Agriculture,ChatGPT,59.68,1506,2024
Manufacturing,Midjourney,78.33,4645,2024
Healthcare,Midjourney,19.49,9319,2024
Retail,Midjourney,92.64,5414,2024
Agriculture,ChatGPT,87.88,521,2024
Retail,ChatGPT,92.72,7169,2024
Education,Bard,47.45,8099,2023
Education,Midjourney,79.73,4395,2023
Retail,Midjourney,44.25,7327,2024
Retail,ChatGPT,39.97,9030,2024
Retail,ChatGPT,42.51,930,2024
Agriculture,Claude,18.12,5296,2024
Retail,Midjourney,90.6,7537,2024
Manufacturing,Stable Diffusion,93.91,7577,2024
Retail,Stable Diffusion,65.07,3201,2024
Retail,Bard,76.82,6294,2023
Agriculture,Stable Diffusion,79.88,1590,2024
Finance,Midjourney,43.52,3857,2024
Retail,Stable Diffusion,57.13,1144,2024
Retail,ChatGPT,11.9,5899,2024
Technology,ChatGPT,67.4,8701,2024
Agriculture,Claude,66.66,5839,2024
Retail,ChatGPT,21.63,2552,2024
Technology,ChatGPT,22.42,8567,2024
Transportation,Midjourney,80.91,344,2023
Transportation,Midjourney,71.78,4068,2024
Finance,Midjourney,49.45,9088,2023
Technology,ChatGPT,57.84,6347,2024
Finance,ChatGPT,59.66,8158,2024
Agriculture,ChatGPT,49.15,8185,2023
Education,ChatGPT,89.32,8305,2023
Education,ChatGPT,77.83,7836,2024
Healthcare,ChatGPT,40.16,9854,2024
Manufacturing,Midjourney,34.57,5070,2024
Manufacturing,Midjourney,67.77,5193,2024
Manufacturing,Midjourney,72.77,3215,2024
Transportation,Stable Diffusion,98.81,5631,2024
Retail,Bard,90.76,2159,2024
Transportation,ChatGPT,64.28,9878,2023
Manufacturing,ChatGPT,48.86,3940,2023
Technology,ChatGPT,81.31,9865,2024
Manufacturing,Bard,63.02,7903,2023
Healthcare,ChatGPT,70,6526,2024
Education,Midjourney,51.97,8321,2024
Manufacturing,Midjourney,7.77,8913,2024
Education,ChatGPT,28.56,5972,2024
Finance,Midjourney,54.28,2030,2024
Finance,Stable Diffusion,23.98,1114,2023
Retail,Midjourney,33.81,3683,2024
Manufacturing,ChatGPT,70.64,1184,2023
Transportation,Bard,71.08,9055,2023
Retail,ChatGPT,34.14,6272,2024
Education,Bard,68.41,228,2024
Technology,Midjourney,88.4,397,2023
Manufacturing,Midjourney,39.63,9232,2024
Education,Midjourney,80.66,3232,2024
Retail,Stable Diffusion,32.28,6473,2024
Healthcare,Bard,79.2,6855,2024
Education,ChatGPT,60.4,6551,2024
Finance,Midjourney,90.95,4885,2024
Healthcare,Midjourney,99.84,4029,2024
Manufacturing,ChatGPT,10.63,5603,2024
Healthcare,ChatGPT,78.02,7766,2023
Manufacturing,ChatGPT,83.53,8138,2024
Healthcare,Midjourney,9.95,151,2024
Agriculture,ChatGPT,43.3,7814,2023
Transportation,Bard,26.85,7552,2023
Retail,Midjourney,82.4,6918,2024
Education,Claude,82.64,4879,2024
Transportation,Midjourney,92.64,5188,2024
Education,Midjourney,48.69,7992,2023
Retail,Midjourney,50.49,9633,2024
Agriculture,ChatGPT,20.1,1892,2024
Agriculture,Bard,45.88,5717,2023
Agriculture,Stable Diffusion,8.12,828,2024
Technology,Midjourney,56.32,1806,2024
Education,Stable Diffusion,18.03,2558,2023
Education,Bard,6.29,3618,2024
Healthcare,Bard,27.46,9719,2024
Manufacturing,Midjourney,38.56,7034,2023
Transportation,Midjourney,97.93,3285,2023
Retail,Bard,39.66,2063,2024
Retail,ChatGPT,82.7,7593,2024
Technology,Bard,70.26,6224,2024
Retail,ChatGPT,10.09,7418,2023
Technology,Stable Diffusion,31.85,6480,2024
Technology,Bard,48.44,7773,2024
Education,ChatGPT,40.53,978,2023
Education,ChatGPT,71.86,2244,2023
Healthcare,Midjourney,34.01,7536,2023
Retail,Stable Diffusion,59.53,4801,2024
Healthcare,ChatGPT,18.36,1333,2023
Healthcare,Bard,75.86,786,2023
Manufacturing,ChatGPT,37.94,1506,2024
Finance,Midjourney,1.15,7061,2024
Technology,Midjourney,56.68,3997,2024
Retail,Claude,54.04,4323,2024
Manufacturing,Midjourney,22.76,2473,2024
Healthcare,ChatGPT,75.69,694,2024
Agriculture,ChatGPT,29.76,3296,2024
Transportation,ChatGPT,93.04,8253,2023
Transportation,ChatGPT,75.63,4936,2023
Retail,Midjourney,34.12,1591,2023
Transportation,Midjourney,44.2,381,2024
Transportation,Claude,88.37,5065,2024
Technology,Stable Diffusion,34.62,5345,2024
Agriculture,Midjourney,74.56,4766,2024
Agriculture,ChatGPT,97.67,5736,2023
Retail,Midjourney,37.68,312,2023
Manufacturing,Midjourney,88.86,1660,2023
Healthcare,ChatGPT,18.09,3794,2024
Healthcare,ChatGPT,41.93,6518,2024
Manufacturing,Stable Diffusion,69.9,6310,2024
Finance,ChatGPT,64.42,465,2024
Healthcare,ChatGPT,77.48,6146,2023
Healthcare,ChatGPT,12.68,6349,2023
Agriculture,ChatGPT,2.06,3378,2024
Manufacturing,ChatGPT,88.96,8082,2024
Technology,Bard,30.46,9610,2023
Retail,ChatGPT,3.11,3677,2023
Healthcare,Midjourney,69.37,5103,2023
Finance,Bard,41.16,3500,2024
Healthcare,Stable Diffusion,63.11,8386,2023
Finance,Midjourney,48.48,2659,2024
Healthcare,Midjourney,47.45,2776,2023
Manufacturing,Midjourney,38.54,3335,2024
Manufacturing,Claude,83.74,2789,2024
Transportation,Claude,53.69,3653,2024
Technology,Midjourney,9.09,3582,2024
Agriculture,Claude,44.68,5256,2024
Healthcare,Midjourney,45.12,8756,2023
Agriculture,ChatGPT,90.6,117,2023
Agriculture,Midjourney,27,3753,2023
Retail,ChatGPT,76.64,2603,2024
Finance,ChatGPT,83.09,2702,2024
Agriculture,Claude,59.54,1926,2023
Education,Midjourney,35.04,5135,2023
Agriculture,ChatGPT,65.67,6740,2024
Healthcare,Midjourney,29.79,3846,2024
Manufacturing,Midjourney,5.75,4045,2024
Education,Claude,42.12,7913,2023
Transportation,Midjourney,56.05,5480,2024
Retail,Midjourney,29.72,7209,2023
Manufacturing,Stable Diffusion,80.79,7050,2024
Finance,Midjourney,45.21,4726,2024
Education,Midjourney,81.93,1362,2023
Transportation,ChatGPT,52.45,9781,2024
Transportation,Midjourney,21.03,2199,2023
Retail,Stable Diffusion,35.12,8876,2024
Manufacturing,Stable Diffusion,49.15,7293,2024
Transportation,Stable Diffusion,25.4,5401,2024
Retail,ChatGPT,37.96,3095,2023
Retail,ChatGPT,92.18,4435,2023
Retail,Midjourney,26.01,5997,2023
Retail,Stable Diffusion,0.42,5299,2024
Finance,Stable Diffusion,42.98,8780,2024
Manufacturing,Stable Diffusion,44.68,1140,2024
Transportation,Midjourney,44.55,7988,2024
Education,Midjourney,55.71,1152,2024
Education,Midjourney,29.52,4848,2023
Healthcare,ChatGPT,95.78,7477,2023
Technology,ChatGPT,98.85,952,2023
Healthcare,Stable Diffusion,66.5,5720,2024
Retail,ChatGPT,62.6,7118,2024
Healthcare,Bard,31.05,4521,2024
Education,ChatGPT,23.8,2650,2024
Retail,Claude,76.53,5582,2024
Healthcare,ChatGPT,91.11,6739,2024
Technology,Stable Diffusion,40.93,7834,2024
Education,Claude,68.32,2233,2024
Transportation,Bard,83.26,7637,2024
Finance,ChatGPT,32.44,2475,2024
Transportation,ChatGPT,2.06,9391,2024
Education,Bard,40.48,5742,2024
Technology,ChatGPT,44.76,232,2024
Manufacturing,Stable Diffusion,36.06,9362,2024
Manufacturing,ChatGPT,54.74,1854,2024
Finance,ChatGPT,42.61,8365,2024
Agriculture,Bard,43.8,1497,2024
Finance,Stable Diffusion,41.48,8462,2024
Agriculture,ChatGPT,56.43,682,2023
Retail,Stable Diffusion,44.8,5984,2023
Agriculture,Midjourney,64.24,6145,2024
Finance,Midjourney,38.54,591,2024
Agriculture,Midjourney,53.36,7148,2024
Healthcare,Midjourney,85.6,5001,2024
Transportation,Midjourney,97.93,7058,2024
Retail,ChatGPT,67.85,4694,2023
Technology,Stable Diffusion,46.86,2530,2024
Technology,Midjourney,75.47,4847,2024
Agriculture,Bard,78.32,4890,2024
Agriculture,ChatGPT,26.42,1182,2024
Technology,ChatGPT,9.22,6043,2023
Agriculture,Stable Diffusion,35.13,2233,2024
Manufacturing,Stable Diffusion,11.72,4033,2024
Technology,ChatGPT,89.79,854,2024
Education,Stable Diffusion,95.71,2010,2024
Agriculture,Bard,53.12,8083,2024
Technology,ChatGPT,71.55,6070,2024
Healthcare,ChatGPT,11.9,1447,2024
Agriculture,Stable Diffusion,56.52,864,2024
Technology,ChatGPT,95.31,9899,2024
Agriculture,Claude,99.69,1928,2024
Education,ChatGPT,79.98,1611,2024
Healthcare,Claude,46.08,1118,2024
Education,ChatGPT,13.8,6216,2024
Education,Stable Diffusion,97.29,3782,2024
Manufacturing,Midjourney,26.48,9286,2024
Agriculture,Stable Diffusion,44.53,2840,2024
Finance,Midjourney,67.93,6791,2024
Manufacturing,Stable Diffusion,40.16,2287,2024
Finance,Midjourney,54.04,4701,2024
Manufacturing,Bard,16.02,3509,2023
Technology,ChatGPT,73.35,7319,2024
Manufacturing,Midjourney,4.33,7625,2024
Finance,Midjourney,58.41,6589,2024
Transportation,ChatGPT,72.16,660,2024
Retail,ChatGPT,28.75,1742,2024
Finance,ChatGPT,29.68,3180,2023
Manufacturing,ChatGPT,77.92,9199,2024
Technology,Midjourney,44.63,3110,2024
Retail,ChatGPT,91.37,3104,2023
Transportation,Midjourney,95.26,2961,2024
Retail,ChatGPT,30.17,2117,2023
Education,Midjourney,56.14,6422,2024
Retail,Midjourney,72.97,7755,2024
Technology,ChatGPT,37.97,4244,2024
Retail,Stable Diffusion,36.27,2558,2023
Education,Stable Diffusion,79.23,5687,2023
Manufacturing,Midjourney,34.6,7997,2024
Retail,ChatGPT,37.04,377,2024
Healthcare,ChatGPT,30.42,3448,2023
Technology,Midjourney,27.09,6539,2024
Healthcare,ChatGPT,98.36,1889,2024
Agriculture,ChatGPT,29.21,6847,2023
Retail,Midjourney,68.39,4022,2024
Healthcare,Midjourney,82.11,9284,2024
Manufacturing,Midjourney,77.25,4069,2024
Manufacturing,Bard,93.03,4112,2024
Healthcare,Midjourney,60.91,3714,2023
Manufacturing,Stable Diffusion,79.17,4254,2024
Technology,ChatGPT,40.85,7038,2024
Transportation,Stable Diffusion,2.21,5106,2024
Education,Stable Diffusion,48.21,7061,2024
Education,Midjourney,48.64,8370,2024
Education,Bard,99.2,4839,2024
Agriculture,ChatGPT,51.94,7364,2024
Education,Claude,41.36,1449,2024
Transportation,Midjourney,37.97,1481,2024
Healthcare,ChatGPT,9.05,5917,2023
Retail,Stable Diffusion,27.46,2571,2024
Transportation,Midjourney,41.19,5687,2024
Education,Bard,48.13,6725,2024
Finance,Bard,84.76,2303,2024
Healthcare,ChatGPT,56.12,5962,2024
Technology,Stable Diffusion,31.57,1603,2024
Healthcare,ChatGPT,35.55,5810,2023
Education,ChatGPT,19.72,8451,2024
Healthcare,Bard,97.97,9709,2024
Manufacturing,Stable Diffusion,81.97,342,2024
Retail,Stable Diffusion,69.66,3189,2024
Retail,ChatGPT,12.92,4689,2024
Agriculture,Stable Diffusion,36.64,8777,2024
Agriculture,Bard,8.62,2635,2023
Education,Stable Diffusion,56.94,8752,2024
Manufacturing,Midjourney,12.41,4345,2024
Healthcare,Bard,4.55,2340,2023
Retail,Midjourney,49.77,9867,2024
Manufacturing,ChatGPT,44,2703,2024
Manufacturing,ChatGPT,76.79,3958,2024
Healthcare,ChatGPT,35.22,3822,2023
Technology,Stable Diffusion,0.8,6106,2024
Education,ChatGPT,18.32,2874,2024
Transportation,ChatGPT,79.56,3547,2024
Transportation,ChatGPT,47.43,7880,2023
Transportation,Stable Diffusion,80.26,7270,2024
Retail,Midjourney,83.73,1254,2024
Transportation,Bard,28.93,4644,2024
Healthcare,Midjourney,89.37,3801,2024
Transportation,Midjourney,42.62,8205,2024
Transportation,ChatGPT,28.78,3653,2023
Finance,ChatGPT,97.88,4078,2024
Healthcare,Bard,15.09,3618,2023
Education,Claude,14.11,6891,2023
Technology,ChatGPT,60.94,3153,2023
Manufacturing,Midjourney,32.98,5726,2023
Retail,Midjourney,10.38,4702,2024
Agriculture,Midjourney,25.28,2124,2023
Education,Midjourney,61.64,5471,2023
Education,ChatGPT,91.65,8279,2023
Technology,ChatGPT,38.15,6653,2024
Agriculture,Midjourney,21.77,4301,2024
Transportation,Bard,49.18,3378,2024
Manufacturing,Midjourney,22.36,4769,2023
Agriculture,Stable Diffusion,1.36,9311,2023
Education,ChatGPT,8.57,1134,2024
Technology,ChatGPT,70.61,2282,2024
Technology,ChatGPT,57.57,9660,2024
Manufacturing,Stable Diffusion,95.9,7121,2024
Retail,ChatGPT,39.12,129,2024
Retail,Bard,58.78,7006,2024
Agriculture,ChatGPT,72.03,7419,2024
Agriculture,ChatGPT,43.75,1103,2024
Manufacturing,Stable Diffusion,65.87,7170,2024
Education,Midjourney,10.28,3769,2024
Technology,Midjourney,44.8,9301,2023
Technology,ChatGPT,12.71,2800,2023
Education,ChatGPT,94.05,9283,2023
Manufacturing,ChatGPT,54.92,4398,2024
Education,Stable Diffusion,36.14,2437,2024
Education,ChatGPT,13.55,6282,2024
Transportation,Midjourney,40.28,4727,2023
Retail,Midjourney,85.9,9907,2023
Transportation,ChatGPT,75.05,5816,2024
Manufacturing,Stable Diffusion,43.24,5807,2024
Healthcare,Midjourney,86.31,6852,2024
Technology,Claude,7,7384,2024
Retail,ChatGPT,8.46,1971,2024
Healthcare,ChatGPT,60.57,6539,2024
Technology,ChatGPT,52.5,3967,2023
Retail,Midjourney,54.21,8514,2024
Healthcare,ChatGPT,61.35,8200,2024
Manufacturing,Bard,2.71,2889,2024
Finance,Claude,2.96,3568,2023
Finance,Bard,17.49,5374,2024
Manufacturing,Midjourney,82.68,7544,2024
Transportation,ChatGPT,12.3,2593,2024
Healthcare,Midjourney,68.12,211,2023
Finance,Claude,69.17,2516,2023
Finance,Midjourney,97.31,8560,2023
Agriculture,Claude,47.3,2543,2023
Finance,Midjourney,4.19,3761,2023
Healthcare,Midjourney,16.95,5570,2024
Technology,ChatGPT,82.37,4064,2023
Manufacturing,Midjourney,62.85,9482,2023
Education,ChatGPT,13.91,3752,2023
Retail,Midjourney,51.03,6978,2024
Transportation,ChatGPT,47.45,9096,2024
Healthcare,ChatGPT,65.95,5707,2024
Transportation,ChatGPT,9.62,9641,2024
Education,Midjourney,47.22,1052,2024
Retail,Claude,19,499,2024
Education,Midjourney,97.45,1765,2023
Technology,Midjourney,22.27,5066,2024
Technology,Midjourney,30.51,3821,2024
Education,ChatGPT,81.49,6408,2024
Manufacturing,Stable Diffusion,17.87,1029,2024
Education,ChatGPT,47.51,8507,2023
Technology,ChatGPT,8.93,1689,2024
Retail,Midjourney,36.34,4632,2024
Manufacturing,ChatGPT,45.04,8157,2024
Retail,Claude,3.87,2228,2024
Agriculture,ChatGPT,69.32,2105,2024
Agriculture,Midjourney,91.88,6335,2024
Retail,Bard,4.68,5788,2023
Manufacturing,Bard,26.8,9155,2023
Transportation,Midjourney,84.23,5702,2024
Transportation,ChatGPT,44.7,1594,2024
Retail,Stable Diffusion,8.64,2652,2023
Education,ChatGPT,3.2,4767,2024
Transportation,Midjourney,61.36,7525,2024
Education,Bard,83.71,4187,2024
Education,Midjourney,59.17,8302,2024
Manufacturing,Midjourney,58.25,9164,2024
Finance,ChatGPT,48.58,4379,2024
Retail,Midjourney,56.92,7083,2023
Agriculture,Stable Diffusion,34.12,6487,2024
Retail,Midjourney,71.93,9206,2023
Finance,Midjourney,63.32,2787,2024
Education,Stable Diffusion,73.08,6137,2024
Retail,Midjourney,43.13,4603,2024
Agriculture,Midjourney,23.81,4868,2024
Technology,ChatGPT,47.68,8473,2024
Finance,Stable Diffusion,72.57,6752,2023
Retail,ChatGPT,32.65,9859,2024
Agriculture,Stable Diffusion,85.04,3564,2023
Agriculture,ChatGPT,88.43,5740,2024
Agriculture,Midjourney,59.75,5488,2024
Transportation,Midjourney,42.73,8482,2024
Technology,ChatGPT,84.48,5805,2024
Education,ChatGPT,38.82,1885,2024
Finance,ChatGPT,4.79,1957,2024
Technology,ChatGPT,21.26,9878,2024
Technology,Bard,29.28,2049,2023
Transportation,Midjourney,83.86,8843,2024
Retail,Bard,29.41,6673,2024
Agriculture,Midjourney,66.84,3121,2024
Technology,Stable Diffusion,97.68,7327,2023
Finance,ChatGPT,20.86,2183,2023
Healthcare,Midjourney,17.34,1230,2024
Healthcare,ChatGPT,19.61,8028,2023
Transportation,Stable Diffusion,61.36,9092,2024
Agriculture,ChatGPT,20.29,7962,2024
Education,ChatGPT,77.19,7003,2024
Healthcare,Midjourney,4.56,6846,2024
Manufacturing,ChatGPT,33.9,6251,2024
